class_num,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,item_seq,leng_long,leng_short,thick,id,dl_idx,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,print_front,print_back,color_class1,color_class2,line_front,line_back,img_regist_ts,form_code_name,mark_code_front_anal,mark_code_back_anal,mark_code_front_img,mark_code_back_img,mark_code_front,mark_code_back,change_date
792,K-019904_0_0_0_0_60_000_200.png,976,1280,K-019904_0_0_0_0_60_000_200.png,K-019904,정상알약,검은색 배경,앞면,전구색,60,0,200,200610975,14.6,8.5,6.2,1,19903,K-019904,대웅알벤다졸정 400mg/PTP,Albendazole Tab. DaeWoong,http://connectdi.com/design/img/drug/1Mva4bz2ZqB.jpg,알벤다졸,Albendazole,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,(주)한국파비스제약,Pharvis Korea,20061130,[06420]구충제,일반의약품,641600780,내수용 : 연한 주황색의 장방형 필름코팅제수출용 : 타원형의 분홍색 필름코팅정,장방형,AD,분할선,주황,,,-,20191101,필름코팅정,,,,,,,20200402
415,K-019963_0_0_0_0_60_000_200.png,976,1280,K-019963_0_0_0_0_60_000_200.png,K-019963,정상알약,검은색 배경,앞면,전구색,60,0,200,200611121,8.1,8.1,3.2,1,19962,K-019963,토르셈정 10mg,Torsem Tab. 10mg,http://connectdi.com/design/img/drug/151853646956100054.jpg,토르세미드,Torasemide,"정제, 저작정",한미약품(주),Hanmi Pharm,,,20061129,[02130]이뇨제,전문의약품,"643502920,A21404571",백색 내지 옅은 황백색의 원형 정제,원형,H분할선M,T10,하양,,-,,20070404,나정,,,,,,,20210304
60,K-020006_0_0_0_0_60_000_200.png,976,1280,K-020006_0_0_0_0_60_000_200.png,K-020006,정상알약,검은색 배경,앞면,전구색,60,0,200,200611515,18,7,6,1,20005,K-020006,세비보정(텔비부딘),Sebivo Tab.,http://connectdi.com/design/img/drug/1Md8mOUAcJ_.jpg,텔비부딘,Telbivudine,"정제, 저작정",부광약품(주),Bukwang Pharm,Novartis Pharma Stein AG,,20061127,[03910]간장질환용제,전문의약품,"642,204,380,653,600,000",약간의 미황색을 띠고 한 쪽면에 ‘LDT'가 새겨져 있으며경사진 모서리를 가진 타원형 필름코팅정                                          ,장방형,LDT,,하양,,,,20070130,필름코팅정,,,,,,,20170621
10,K-020014_0_0_0_0_60_000_200.png,976,1280,K-020014_0_0_0_0_60_000_200.png,K-020014,정상알약,검은색 배경,앞면,전구색,60,0,200,200611524,12.2,12.2,4.7,1,20013,K-020014,마도파정,Madopar Tab.,http://connectdi.com/design/img/drug/1Na4Vf6KG_m.jpg,레보도파|염산벤세라짓,Benserazide Hydrochloride| Levodopa,"정제, 저작정",(주)한국로슈,Roche Korea,Delpharm Milano S.r.l,,20061127,[01190]기타의 중추신경용약,전문의약품,"645000180,W21840151",십자눈금이 새겨져 있는 양면이 볼록한 분홍색의 원형정제이다 ,원형,RO분할선C분할선HE분할선마크분할선,십자분할선,분홍,,+,+,20041222,나정,육각형,,http://connectdi.com/design/img/drug/147938640332900169.jpg,,,,20200924
228,K-020251_0_0_0_0_60_000_200.png,976,1280,K-020251_0_0_0_0_60_000_200.png,K-020251,정상알약,검은색 배경,앞면,전구색,60,0,200,200701021,10.5,10.5,3.5,1,20250,K-020251,코다론정(아미오다론염산염),Cordarone Tab. 200mg,http://connectdi.com/design/img/drug/147427441855700162.jpg,아미오다론염산염,Amiodarone Hydrochloride,"정제, 저작정",(주)한독,Handok,,,20070124,[02120]부정맥용제,전문의약품,"652101250,A07450731",백색 원형 정제,원형,마크 분할선200,,하양,,-,,20041222,나정,"Ω,하트",,http://connectdi.com/design/img/drug/147938647484100114.jpg,,,,20191219
776,K-020330_0_0_0_0_60_000_200.png,976,1280,K-020330_0_0_0_0_60_000_200.png,K-020330,정상알약,검은색 배경,앞면,전구색,60,0,200,200701280,14.2,8.3,5.5,1,20329,K-020330,렉스펜정 300mg/PTP,Lexpen Tab.,http://connectdi.com/design/img/drug/1NZWOAuKk-Z.jpg,클로르족사존|아세트아미노펜,Acetaminophen| Chlorzoxazone,"정제, 저작정",한솔신약(주),Hansol Pharm,,,20070130,[01140]해열.진통.소염제,일반의약품,645800080,흰색의 장방형 필름코팅정제,장방형,T39,,하양,,,,20210413,필름코팅정,,,,,,,20150131
272,K-020378_0_0_0_0_60_000_200.png,976,1280,K-020378_0_0_0_0_60_000_200.png,K-020378,정상알약,검은색 배경,앞면,전구색,60,0,200,200701725,12,6,4,1,20377,K-020378,아프로벨정 150mg,Aprovel Tab. 150mg,http://connectdi.com/design/img/drug/1Mxwka5v4EP.jpg,이르베사르탄,Irbesartan,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,20070208,[02140]혈압강하제,전문의약품,"652100870,A07404861","흰색 또는 거의 흰색의 양면이 볼록하고 한 면에는 심장모양이 새겨져 있고 다른 한 면에는 ""2872"" 숫자가 새겨진 타원형 필름코팅정제",타원형,마크,2872,하양,,,,20070706,필름코팅정,"하트,러브,사랑,♡",,http://connectdi.com/design/img/drug/147938647484100141.jpg,,,,20200513
207,K-020379_0_0_0_0_60_000_200.png,976,1280,K-020379_0_0_0_0_60_000_200.png,K-020379,정상알약,검은색 배경,앞면,전구색,60,0,200,200701738,15.5,7.5,5,1,20378,K-020379,아프로벨정 300mg,Aprovel Tab. 300mg,http://connectdi.com/design/img/drug/1Mxwka5v4Dp.jpg,이르베사르탄,Irbesartan,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,20070208,[02140]혈압강하제,전문의약품,"652100880,A07404871","흰색 또는 거의 흰색의 양면이 볼록하고 한 면에는 심장모양이 새겨져 있고 다른 한 면에는 ""2873"" 숫자가 새겨진 타원형 필름코팅정제",타원형,마크,2873,하양,,,,20070706,필름코팅정,"하트,러브,사랑,♡",,http://connectdi.com/design/img/drug/147938647484100141.jpg,,,,20200513
380,K-020401_0_0_0_0_60_000_200.png,976,1280,K-020401_0_0_0_0_60_000_200.png,K-020401,정상알약,검은색 배경,앞면,전구색,60,0,200,200701872,11.84,7.35,5,1,20400,K-020401,로자살탄정 100mg,Lozasartan Tab. 100mg,http://connectdi.com/design/img/drug/152035096572400011.jpg,로사르탄칼륨,Losartan potassium,"정제, 저작정",(주)유한양행,Yuhan,,,20070212,[02140]혈압강하제,전문의약품,"642100310,A04505012",백색의 타원형 필름코팅정,기타,YH,L10,하양,,,,20080929,필름코팅정,,,,,,,20190904
334,K-020582_0_0_0_0_60_000_200.png,976,1280,K-020582_0_0_0_0_60_000_200.png,K-020582,정상알약,검은색 배경,앞면,전구색,60,0,200,200702570,9.4,9.4,5.2,1,20581,K-020582,웰부트린엑스엘정 300mg,Wellbutrin XL Tab. 300mg,http://connectdi.com/design/img/drug/147800423654200177.jpg,부프로피온염산염,Buflomedil Hydrochloride,서방형정제,(주)글락소스미스클라인,Gsk,,,20070302,[01170]정신신경용제,전문의약품,"650000930,E00891331",흰색 내지 연황색의 원형 서방성 필름코팅정제,원형,GS5YZ,,하양,,,,20070726,서방성필름코팅정,,,,,,,20210630
572,K-020665_0_0_0_0_60_000_200.png,976,1280,K-020665_0_0_0_0_60_000_200.png,K-020665,정상알약,검은색 배경,앞면,전구색,60,0,200,200702965,9.03,4.56,3.28,1,20664,K-020665,모푸렌정(모사프리드시트르산염) ,Mopuren Tab.,http://connectdi.com/design/img/drug/154298778984500009.jpg,모사프리드시트르산염,Mosapride Citrate Hydrate,"정제, 저작정",삼천당제약(주),Scd Pharm,,,20070309,[02390]기타의 소화기관용약,전문의약품,"651200450,A08403921",흰색의 장방형 필름코팅정,장방형,MP5,분할선,하양,,,-,20110511,필름코팅정,,,,,,,20150501
57,K-020769_0_0_0_0_60_000_200.png,976,1280,K-020769_0_0_0_0_60_000_200.png,K-020769,정상알약,검은색 배경,앞면,전구색,60,0,200,200703280,16,8.8,5.4,1,20768,K-020769,레보펙신정 500mg,Levofexin Tab. 500mg,http://connectdi.com/design/img/drug/147860859838100150.jpg,레보플록사신수화물,Levofloxacin Hydrate,"정제, 저작정",일동제약(주),Ildong Pharmaceutical,위더스제약(주),Withus Pharmaceutical,20070320,[06290]기타의 화학요법제,전문의약품,"642900270,A03454951",[내수용]: 복숭아색의 장방형 필름코팅정[수출용]: 분홍색의 장방형 필름코팅정,장방형,ID L5,분할선,분홍,,,-,20161019,필름코팅정,,,,,,,20200521
899,K-020805_0_0_0_0_60_000_200.png,976,1280,K-020805_0_0_0_0_60_000_200.png,K-020805,정상알약,검은색 배경,앞면,전구색,60,0,200,200703429,15.8,8.6,6.4,1,20804,K-020805,캐롤에프정 368.9mg/PTP,Carol-F Tab.,http://connectdi.com/design/img/drug/1NOwp2F6HaN.jpg,이부프로펜아르기닌,Ibuprofen arginine,"정제, 저작정",일동제약(주),Ildong Pharmaceutical,,,20070326,[01140]해열.진통.소염제,일반의약품,642902060,이 약은 연분홍색의 장방형 필름코팅정이다.,타원형,ID C·F,,분홍,,,,20120403,필름코팅정,,,,,,,20190522
312,K-020834_0_0_0_0_60_000_200.png,976,1280,K-020834_0_0_0_0_60_000_200.png,K-020834,정상알약,검은색 배경,앞면,전구색,60,0,200,200703598,17.6,8.1,5.7,1,20833,K-020834,디오반필름코팅정 320mg,Diovan Film Coated Tab. 320mg,http://connectdi.com/design/img/drug/1MecIOjA6ZF.jpg,발사르탄,Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,"Novartis Pharma Stein AG, Novartis Farmaceutica SA",,20070328,[02140]혈압강하제,전문의약품,"653600190,E01631471", 어두운 회색빛을 띠는 보라색의 둥근 타원형 필름코팅정,타원형,NVR,DXL,갈색,,,,20070518,필름코팅정,,,,,,,20200110
305,K-020877_0_0_0_0_60_000_200.png,976,1280,K-020877_0_0_0_0_60_000_200.png,K-020877,정상알약,검은색 배경,앞면,전구색,60,0,200,200703803,14,5.5,4,1,20876,K-020877,엑스포지정 5/160mg,Exforge Tab. 5/160mg,http://connectdi.com/design/img/drug/1MecIOjA6Yf.jpg,발사르탄|암로디핀베실산염,Amlodipine Besylate| Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,Novartis Pharma Stein AG,,20070403,[02140]혈압강하제,전문의약품,"653600850,E01631481",어두운 황색의 달걀형 필름코팅정,타원형,NVR,ECE,노랑,,,,20070518,필름코팅정,,,,,,,20200601
490,K-020966_0_0_0_0_60_000_200.png,976,1280,K-020966_0_0_0_0_60_000_200.png,K-020966,정상알약,검은색 배경,앞면,전구색,60,0,200,200704307,12,12,3,1,20965,K-020966,미니린멜트설하정 60mcg,Minirin Melt Sublingual Tab. 60μg,http://connectdi.com/design/img/drug/147428224287900025.jpg,데스모프레신아세트산염,Desmopressin Acetate,설하정,한국페링제약(주),Ferring Korea,,,20070412,[02410]뇌하수체호르몬제,전문의약품,652500100,흰색의 원형정제,원형,마크,,하양,,,,20130516,설하정,물방울,,http://connectdi.com/design/img/drug/147938665320000068.jpg,,,,20210202
518,K-020967_0_0_0_0_60_000_200.png,976,1280,K-020967_0_0_0_0_60_000_200.png,K-020967,정상알약,검은색 배경,앞면,전구색,60,0,200,200704308,12,12,3,1,20966,K-020967,미니린멜트설하정 120mcg,Minirin Melt Sublingual Tab. 120μg,http://connectdi.com/design/img/drug/147427878780200094.jpg,데스모프레신아세트산염,Desmopressin Acetate,설하정,한국페링제약(주),Ferring Korea,,,20070412,[02410]뇌하수체호르몬제,전문의약품,652500090,흰색의 원형정제,원형,마크,,하양,,,,20130516,설하정,"물방울,수염",,http://connectdi.com/design/img/drug/147938665320000071.jpg,,,,20210202
345,K-021118_0_0_0_0_60_000_200.png,976,1280,K-021118_0_0_0_0_60_000_200.png,K-021118,정상알약,검은색 배경,앞면,전구색,60,0,200,200704961,12.26,6.38,4.79,1,21117,K-021118,리피논정 20mg,Lipinon Tab. 20mg,http://connectdi.com/design/img/drug/147427809486700163.jpg,무수아토르바스타틴칼슘,Atorvastatin Calcium Anhydrous,"정제, 저작정",동아에스티(주),Dong-A St,,,20070430,[02180]동맥경화용제,전문의약품,"642500640,A01508741",이 약은 흰색의 타원형 필름코팅정이다.,타원형,LPT,20,하양,,,,20080227,필름코팅정,,,,,,,20210224
139,K-021426_0_0_0_0_60_000_200.png,976,1280,K-021426_0_0_0_0_60_000_200.png,K-021426,정상알약,검은색 배경,앞면,전구색,60,0,200,200706542,15.95,8.36,6.4,1,21425,K-021426,리피논정 40mg,Lipinon Tab. 40mg,http://connectdi.com/design/img/drug/147428316988100190.jpg,무수아토르바스타틴칼슘,Atorvastatin Calcium,"정제, 저작정",동아에스티(주),Dong-A St,,,20070607,[02180]동맥경화용제,전문의약품,"642500650,A01508781",이 약은 흰색의 타원형 필름코팅정이다.,타원형,LPT,40,하양,,,,20081021,필름코팅정,,,,,,,20210224
856,K-021617_0_0_0_0_60_000_200.png,976,1280,K-021617_0_0_0_0_60_000_200.png,K-021617,정상알약,검은색 배경,앞면,전구색,60,0,200,200707596,16.3,8.7,6.2,1,21616,K-021617,플라벤정 500mg/PTP,Flaven Tab.,http://connectdi.com/design/img/drug/1NcjsrU2ZaJ.jpg,미세정제플라보노이드분획물,Purified and Micronized Flavonoid Fraction,"정제, 저작정",태극제약(주),Tai Guk Pharm,,,20070702,[02150]혈관보강제,일반의약품,644802990,주황색의 장방형 필름코팅정제,장방형,TGFB,,주황,,,,20080930,필름코팅정,,,,,,,20200206
482,K-021904_0_0_0_0_60_000_200.png,976,1280,K-021904_0_0_0_0_60_000_200.png,K-021904,정상알약,검은색 배경,앞면,전구색,60,0,200,200708762,9.7,9.7,4.5,1,21903,K-021904,심바스트씨알정(심바스타틴),Simvast CR Tab.,http://connectdi.com/design/img/drug/151672201851600002.jpg,심바스타틴,Simvastatin,서방형정제,한미약품(주),Hanmi Pharm,,,20070727,[02180]동맥경화용제,전문의약품,"643501450,A21404801",백색 내지 미백색의 원형코팅정,원형,SIMVAST C R,,하양,,,,20071112,서방성필름코팅정,,,,,,,20130605
208,K-021930_0_0_0_0_60_000_200.png,976,1280,K-021930_0_0_0_0_60_000_200.png,K-021930,정상알약,검은색 배경,앞면,전구색,60,0,200,200708838,15.7,5.5,5.5,1,21929,K-021930,심발타캡슐 30mg,Cymbalta Cap. 30mg,http://connectdi.com/design/img/drug/151672206274500123.jpg,둘록세틴염산염,Duloxetine Hydrochloride,장용캡슐제,한국릴리(유),Eli Lilly Korea,,,20070730,[01170]정신신경용제,전문의약품,"670800120,E00510621","흰색 장용성 구형과립이 들어있는 상부 청색, 하부 흰색의 경질 캡슐제",장방형,9543 30mg,,파랑,하양,,,20071102,"장용성캡슐제, 펠렛",,,,,,,20200411
824,K-022095_0_0_0_0_60_000_200.png,976,1280,K-022095_0_0_0_0_60_000_200.png,K-022095,정상알약,검은색 배경,앞면,전구색,60,0,200,200709544,13.4,7.67,4.8,1,22094,K-022095,임팩타민정 50mg/PTP,ImpactaminTab.,http://connectdi.com/design/img/drug/151853642687600107.jpg,티아민질산염|리보플라빈3배산|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|시아노코발라민1000배산|산화아연,Calcium Pantothenate| Cyanocobalamin(1000倍散)| Folic Acid| Nicotinamide| Pyridoxine Hydrochloride| Riboflavin(3倍散)| Thiamine Nitrate| Zinc Oxide,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,,,20070816,[03130]비타민 B제(비타민 B1을 제외),일반의약품,641602150,주황색의 타원형 필름코팅정,타원형,V-B,,주황,,,,20071018,필름코팅정,,,,,,,20121126
308,K-022176_0_0_0_0_60_000_200.png,976,1280,K-022176_0_0_0_0_60_000_200.png,K-022176,정상알약,검은색 배경,앞면,전구색,60,0,200,200709902,11.04,11.04,6.48,1,22175,K-022176,우루사정 300mg,Urusa Tab. 300mg,http://connectdi.com/design/img/drug/148950600890800016.jpg,우루소데옥시콜산,Ursodeoxycholic Acid,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,,,20070828,[02360]이담제,전문의약품,"641602070,A04305571",흰색의 원형 정제,원형,D분할선W,300,하양,,-,,20080211,나정,,,,,,,20190524
916,K-022183_0_0_0_0_60_000_200.png,976,1280,K-022183_0_0_0_0_60_000_200.png,K-022183,정상알약,검은색 배경,앞면,전구색,60,0,200,200709913,14.9,8.5,6,1,22182,K-022183,제스판골드정 80mg/PTP,Zesfan Gold Tab.,http://connectdi.com/design/img/drug/147428248730900189.jpg,디아스타제·프로테아제·셀룰라제|프로자임|디메티콘|판크레아틴|DL-카르니틴염산염,DL-Carnitine Hydrochloride| Pancreatin I| Prozyme| Biodiastase| Dimethicone,장용정제,(주)종근당,Chong Kun Dang Pharmaceutical,,,20070829,[02330]건위소화제,일반의약품,643302430,녹색의 장방형 장용성 필름코팅정,장방형,ZPG,,초록,,,,20070911,장용성필름코팅정,,,,,,,20120614
488,K-022318_0_0_0_0_60_000_200.png,976,1280,K-022318_0_0_0_0_60_000_200.png,K-022318,정상알약,검은색 배경,앞면,전구색,60,0,200,200710607,10.6,5.8,3.3,1,22317,K-022318,프레미나정 0.3mg,Premina Tab. 0.3mg,http://connectdi.com/design/img/drug/147427916805700027.jpg,결합형에스트로겐,Conjugated Estrogens,"정제, 저작정",(주)다림바이오텍,Dalimbiotech Company,,,20070918,[02470]난포호르몬제 및 황체호르몬제,전문의약품,"664601060,A11205051",녹색의 타원형 필름코팅정,타원형,마크,,초록,,,,20081014,필름코팅정,D,,http://connectdi.com/design/img/drug/147938640332900091.jpg,,,,20210508
523,K-022319_0_0_0_0_60_000_200.png,976,1280,K-022319_0_0_0_0_60_000_200.png,K-022319,정상알약,검은색 배경,앞면,전구색,60,0,200,200710608,10.6,5.8,3.3,1,22318,K-022319,프레미나정 0.625mg,Premina Tab. 0.625mg,http://connectdi.com/design/img/drug/147427873808100158.jpg,결합형에스트로겐,Conjugated Estrogens,"정제, 저작정",(주)다림바이오텍,Dalimbiotech Company,,,20070918,[02470]난포호르몬제 및 황체호르몬제,전문의약품,"664601070,A11205061",자색의 타원형 필름코팅정,타원형,마크,,갈색,,,,20081014,필름코팅정,D,,http://connectdi.com/design/img/drug/147938640332900091.jpg,,,,20210508
733,K-022362_0_0_0_0_60_000_200.png,976,1280,K-022362_0_0_0_0_60_000_200.png,K-022362,정상알약,검은색 배경,앞면,전구색,60,0,200,200710817,15.5,8.8,6,1,22361,K-022362,맥시부펜이알정 300mg,Maxibupen Er Tab.,http://connectdi.com/design/img/drug/1NOwp2F6Dtt.jpg,덱시부프로펜,Dexibuprofen,서방형정제,한미약품(주),Hanmi Pharm,,,20070927,[01140]해열.진통.소염제,일반의약품,"643500810,A21454921","흰색, 장방형의필름코팅된 서방정",장방형,MX,,하양,,,,20090507,서방성필름코팅정,,,,,,,20191015
826,K-022371_0_0_0_0_60_000_200.png,976,1280,K-022371_0_0_0_0_60_000_200.png,K-022371,정상알약,검은색 배경,앞면,전구색,60,0,200,200710854,21.5,7,7.3,1,22370,K-022371,익수허브콜캡슐 490mg/포,Iksu Herbcold Cap.,http://connectdi.com/design/img/drug/151706772284000066.jpg,금은화|연교|두시|우방자|박하|길경|감초|담죽엽|형개|영양각,lonicerae flos| forsythiae fructus| sojae semen praeparatum| arctium fruit| mentha herb| platycodi radix| glycyrrhiza| lophatheri herba| schizonepeta spica| antelopis cornu,,익수제약(주),Iksu Pharma,경진제약사,Kyungjin Pharm,20070928,[01140]해열.진통.소염제,일반의약품,,"갈색의 분말이 충전된 상부 적색, 하부 흰색의 경질캡슐제",장방형,IKSU HUB,,빨강,하양,,,20090930,"경질캡슐제, 산제",,,,,,,20190111
374,K-022377_0_0_0_0_60_000_200.png,976,1280,K-022377_0_0_0_0_60_000_200.png,K-022377,정상알약,검은색 배경,앞면,전구색,60,0,200,200710882,12.5,6.8,4.7,1,22376,K-022377,레보펙신정 250mg,Levofexin Tab. 250mg,http://connectdi.com/design/img/drug/147860859838100144.jpg,레보플록사신수화물,Levofloxacin Hydrate,"정제, 저작정",일동제약(주),Ildong Pharmaceutical,,,20070928,[06290]기타의 화학요법제,전문의약품,"642900260,A03455141",진분홍색의 장방형 필름코팅정,장방형,ID L6,,분홍,,,,20161019,필름코팅정,,,,,,,20200521
234,K-022465_0_0_0_0_60_000_200.png,976,1280,K-022465_0_0_0_0_60_000_200.png,K-022465,정상알약,검은색 배경,앞면,전구색,60,0,200,200711422,12,12,6.3,1,22464,K-022465,리피토정 80mg,Lipitor Tab. 80mg,http://connectdi.com/design/img/drug/146031996322000164.jpg,아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,20071018,[02180]동맥경화용제,전문의약품,"648900280,E01890741",흰색의 원형 필름코팅정,원형,ATV,80,하양,,,,20121122,필름코팅정,,,,,,,20201117
558,K-022604_0_0_0_0_60_000_200.png,976,1280,K-022604_0_0_0_0_60_000_200.png,K-022604,정상알약,검은색 배경,앞면,전구색,60,0,200,200712252,9.1,5,2,1,22603,K-022604,보령모사프리드시트르산염수화물정 ,Mosacan Tab.,http://connectdi.com/design/img/drug/1Ml1y5tPLzy.jpg,모사프리드시트르산염수화물,Mosapride Citrate Hydrate,"정제, 저작정",보령제약(주),Boryung,(주)테라젠이텍스,Theragen Etex,20071109,[02390]기타의 소화기관용약,전문의약품,"641904760,A09306271",분할선을 가진 흰색의 장방형 필름코팅정,장방형,BR,분할선,하양,,,-,20100202,필름코팅정,,,,,,,20200623
92,K-022644_0_0_0_0_60_000_200.png,976,1280,K-022644_0_0_0_0_60_000_200.png,K-022644,정상알약,검은색 배경,앞면,전구색,60,0,200,200712588,15.5,6.4,6.4,1,22643,K-022644,휴트라돌정,Hutradol Tab.,http://connectdi.com/design/img/drug/152035087393900015.jpg,아세트아미노펜|트라마돌염산염,Acetaminophen| Tramadol Hydrochloride,"정제, 저작정",(주)휴온스,Huons,,,20071119,[01140]해열.진통.소염제,전문의약품,"670604320,A29556601",연한 황색의 장방형 필름코팅정제,장방형,HS,T/A,노랑,,,,20080722,필름코팅정,,,,,,,20210318
28,K-022703_0_0_0_0_60_000_200.png,976,1280,K-022703_0_0_0_0_60_000_200.png,K-022703,정상알약,검은색 배경,앞면,전구색,60,0,200,200712979,19,7.62,7,1,22702,K-022703,쎄로켈서방정 400mg,SEROQUEL XR 400MG TAB.,http://connectdi.com/design/img/drug/1N9r98JmP5q.jpg,쿠에티아핀푸마르산염,Quetiapine Fumarate,서방형정제,알보젠코리아(주),Alvogen Korea,,,20071130,[01170]정신신경용제,전문의약품,"650700660,652606810,E06610691",흰색 캡슐모양의 양면이 볼록한 필름코팅정,장방형,XR400,,하양,,,,20080731,서방성필름코팅정,,,,,,,20201210
72,K-022704_0_0_0_0_60_000_200.png,976,1280,K-022704_0_0_0_0_60_000_200.png,K-022704,정상알약,검은색 배경,앞면,전구색,60,0,200,200712980,19,7.62,6,1,22703,K-022704,쎄로켈서방정 300mg,SEROQUEL XR 300MG TAB.,http://connectdi.com/design/img/drug/1N9r98JmP5E.jpg,쿠에티아핀푸마르산염,Quetiapine Fumarate,서방형정제,알보젠코리아(주),Alvogen Korea,,,20071130,[01170]정신신경용제,전문의약품,"650700650,652606790,E06610701",연한 노랑색 캡슐모양의 양면이 볼록한 필름코팅정,장방형,XR300,,노랑,,,,20080731,서방성필름코팅정,,,,,,,20201210
253,K-022705_0_0_0_0_60_000_200.png,976,1280,K-022705_0_0_0_0_60_000_200.png,K-022705,정상알약,검은색 배경,앞면,전구색,60,0,200,200712981,16,6.5,5,1,22704,K-022705,쎄로켈서방정 50mg,SEROQUEL XR 50MG TAB.,http://connectdi.com/design/img/drug/1N9r98JmP6Q.jpg,쿠에티아핀푸마르산염,Quetiapine Fumarate,서방형정제,알보젠코리아(주),Alvogen Korea,,,20071130,[01170]정신신경용제,전문의약품,"650700630,652606800,E06610711",분홍색 캡슐모양의 양면이 볼록한 필름코팅정,장방형,XR 50,,분홍,,,,20090612,서방성필름코팅정,,,,,,,20201210
66,K-022706_0_0_0_0_60_000_200.png,976,1280,K-022706_0_0_0_0_60_000_200.png,K-022706,정상알약,검은색 배경,앞면,전구색,60,0,200,200712982,17,7,5,1,22705,K-022706,쎄로켈서방정 200mg,SEROQUEL XR 200MG TAB.,http://connectdi.com/design/img/drug/1N9r98JmP70.jpg,쿠에티아핀푸마르산염,Quetiapine Fumarate,서방형정제,알보젠코리아(주),Alvogen Korea,,,20071130,[01170]정신신경용제,전문의약품,"650700640,652606770,E06610721",노란색 캡슐모양의 양면이 볼록한 필름코팅정,장방형,XR 200,,노랑,,,,20090612,서방성필름코팅정,,,,,,,20201210
68,K-022712_0_0_0_0_60_000_200.png,976,1280,K-022712_0_0_0_0_60_000_200.png,K-022712,정상알약,검은색 배경,앞면,전구색,60,0,200,200713008,17,8,3,1,22711,K-022712,자누메트정 50/500mg,JANUMET TAB. 50/500MG,http://connectdi.com/design/img/drug/147428288104000189.jpg,시타글립틴인산염수화물|메트포르민염산염,Sitagliptin Phosphate Hydrate| Metformin Hydrochloride,"정제, 저작정",한국엠에스디(주),Msd Korea,,,20071204,[03960]당뇨병용제,전문의약품,"655500640,E09060651",밝은 분홍색으로 한면에 575가 새겨진 타원형의 필름코팅정,타원형,575,,분홍,,,,20080213,필름코팅정,,,,,,,20181112
144,K-022713_0_0_0_0_60_000_200.png,976,1280,K-022713_0_0_0_0_60_000_200.png,K-022713,정상알약,검은색 배경,앞면,전구색,60,0,200,200713009,21.43,10.48,6.74,1,22712,K-022713,자누메트정 50/1000mg,JANUMET TAB. 50/1000MG,http://connectdi.com/design/img/drug/1Mf9b53DgN3.jpg,시타글립틴인산염수화물|메트포르민염산염,Sitagliptin Phosphate Hydrate| Metformin Hydrochloride,"정제, 저작정",한국엠에스디(주),Msd Korea,,,20071204,[03960]당뇨병용제,전문의약품,"655500650,E09060661",빨간색으로 한면에 577이 새겨진 타원형의 필름코팅정,타원형,577,,갈색,,,,20080213,필름코팅정,,,,,,,20181112
719,K-022749_0_0_0_0_60_000_200.png,976,1280,K-022749_0_0_0_0_60_000_200.png,K-022749,정상알약,검은색 배경,앞면,전구색,60,0,200,200713170,10,10,3,1,22748,K-022749,아이월드요비신정 416.7mg/PTP,I-World Yobisin Tab.,http://connectdi.com/design/img/drug/147427814578200035.jpg,지황|당귀|목통|황금|택사|차전자|감초|치자|용담|육계|생강|대황|마황|연교,Akebia Stem| Alisma Rhizome| Angelica Gigas Root| Cinnamon Bark| Ephedra Herb| Forsythia Fruit| Gardenia Fruit| Gentian Root| Licorice| Plantago Seed| Raw Ginger| Rehmannia Root| Rhubarb| Scutellaria Root　,,(주)아이월드제약,I-World Pharm,,,20071210,[03990]따로 분류되지 않는 대사성 의약품,일반의약품,,황갈색의 원형 필름코팅정,원형,T2,,갈색,,,,20130125,필름코팅정,,,,,,,20120216
487,K-022846_0_0_0_0_60_000_200.png,976,1280,K-022846_0_0_0_0_60_000_200.png,K-022846,정상알약,검은색 배경,앞면,전구색,60,0,200,200713803,8,8,3,1,22845,K-022846,가브스정 50mg,Galvus Tab. 50mg,http://connectdi.com/design/img/drug/1MecIOjA6aR.jpg,빌다글립틴,Vildagliptin,"정제, 저작정",한국노바티스(주),Novartis Korea,"Novartis Pharma Stein AG, Novartis farmaceutica S.A",,20071228,[03960]당뇨병용제,전문의약품,"653601350,E01631651",흰색 내지 밝은 노란빛을 띄는 원형 정제,원형,NVR,FB,하양,,,,20080122,나정,,,,,,,20210511
